rank,sample_id,question_text,answer_text,image_filename,image_url,local_image_path,original_image_path,sample_type,region_A_role,region_B_role,mask_dir,region_A_mask_path,region_B_mask_path,region_A_union_B_mask_path,random_A_size_mask_path,random_B_size_mask_path,random_union_size_mask_path,wrong_image_sample_id,wrong_image_filename,wrong_image_path,candidate_source,legacy_visual_type_label,legacy_knowledge_level_label,annotation_status
27,okvqa_val_1295955,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,images/COCO_val2014_000000129595.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000129595.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000129595.jpg,text_object_binding,text/logo/label evidence,carrier object or surrounding visual context,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000129595\random_union_size.png,okvqa_val_2366045,COCO_val2014_000000236604.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000236604.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,,,needs_region_masks
28,okvqa_val_2366045,What style of design are the couch and love seat in this room patterned after?,vintage,COCO_val2014_000000236604.jpg,images/COCO_val2014_000000236604.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000236604.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000236604.jpg,text_object_binding,text/logo/label evidence,carrier object or surrounding visual context,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000236604\random_union_size.png,okvqa_val_2683965,COCO_val2014_000000268396.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000268396.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,,,needs_region_masks
29,okvqa_val_2683965,What shape is the sign?,octagon,COCO_val2014_000000268396.jpg,images/COCO_val2014_000000268396.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000268396.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000268396.jpg,text_object_binding,text/logo/label evidence,carrier object or surrounding visual context,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000268396\random_union_size.png,okvqa_val_2847255,COCO_val2014_000000284725.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000284725.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,,,needs_region_masks
30,okvqa_val_2847255,What country might this be based on the writing on the bus?,china,COCO_val2014_000000284725.jpg,images/COCO_val2014_000000284725.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000284725.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000284725.jpg,text_object_binding,text/logo/label evidence,carrier object or surrounding visual context,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000284725\random_union_size.png,okvqa_val_03189,COCO_val2014_000000497466.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000497466.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,,,needs_region_masks
31,okvqa_val_03189,What is the purpose of the fin on the pink surfboard?,balance,COCO_val2014_000000497466.jpg,images/COCO_val2014_000000497466.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000497466.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000497466.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000497466\random_union_size.png,okvqa_val_04586,COCO_val2014_000000251752.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000251752.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,high,needs_region_masks
32,okvqa_val_04586,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,images/COCO_val2014_000000251752.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000251752.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000251752.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000251752\random_union_size.png,okvqa_val_00506,COCO_val2014_000000116861.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000116861.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,high,needs_region_masks
33,okvqa_val_00506,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,images/COCO_val2014_000000116861.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000116861.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000116861.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000116861\random_union_size.png,okvqa_val_01162,COCO_val2014_000000443844.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000443844.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,high,needs_region_masks
34,okvqa_val_01162,Who is famous for this?,tony hawk,COCO_val2014_000000443844.jpg,images/COCO_val2014_000000443844.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000443844.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000443844.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000443844\random_union_size.png,okvqa_val_02363,COCO_val2014_000000076866.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000076866.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,high,needs_region_masks
35,okvqa_val_02363,These animals are closely related to what american animal?,horse,COCO_val2014_000000076866.jpg,images/COCO_val2014_000000076866.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000076866.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000076866.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000076866\random_union_size.png,okvqa_val_00492,COCO_val2014_000000174679.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000174679.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,high,needs_region_masks
36,okvqa_val_00492,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,images/COCO_val2014_000000174679.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000174679.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000174679.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000174679\random_union_size.png,okvqa_val_00497,COCO_val2014_000000296684.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000296684.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,medium,needs_region_masks
37,okvqa_val_00497,Who invented this kind of suit?,surfer,COCO_val2014_000000296684.jpg,images/COCO_val2014_000000296684.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000296684.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000296684.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000296684\random_union_size.png,okvqa_val_00756,COCO_val2014_000000036528.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000036528.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,medium,needs_region_masks
38,okvqa_val_00756,What war is this airplane associated with?,world war 2,COCO_val2014_000000036528.jpg,images/COCO_val2014_000000036528.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000036528.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000036528.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000036528\random_union_size.png,okvqa_val_00912,COCO_val2014_000000245481.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000245481.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,medium,needs_region_masks
39,okvqa_val_00912,How do we know there may be a railroad nearby?,sign,COCO_val2014_000000245481.jpg,images/COCO_val2014_000000245481.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000245481.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000245481.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000245481\random_union_size.png,okvqa_val_01938,COCO_val2014_000000356263.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000356263.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,medium,needs_region_masks
40,okvqa_val_01938,Name the bike model shown in this picture?,bmw,COCO_val2014_000000356263.jpg,images/COCO_val2014_000000356263.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000356263.jpg,E:\Bridging\annotation\okvqa_type_label_round4_400_mobile_package\images\COCO_val2014_000000356263.jpg,local_context_inference,local object evidence,scene/context evidence needed to infer answer,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\region_A.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\region_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\region_A_union_B.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\random_A_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\random_B_size.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\exported_masks\COCO_val2014_000000356263\random_union_size.png,okvqa_val_02108,COCO_val2014_000000160394.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage1_ab_evidence_pack_v1\images\COCO_val2014_000000160394.jpg,annotation\okvqa_type_label_round4_400_mobile_package\manifest.csv,localized,medium,needs_region_masks
