model,lens,stage1_label,sample_id,layer,candidate_id,source_pos,source_feature_id,target_effect,rank_effect,score,clean_source_minus_controls,real_source_effect,real_minus_shifted,real_minus_shuffled,real_target_minus_wrong,status,clean_target_rank,mask_condition,position_group,target_minus_wrong,top_k,wrong_effect
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,13,,,,-1.125,-5.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-1.125,-1.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-0.875,-3.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,0.0625,1.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-1.5625,-5.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-0.875,-3.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-0.875,-3.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,0.0,1.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-1.75,-5.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,13,,,,0.1875,-3.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,13,,,,-0.1875,-1.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,13,,,,-0.3125,-2.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,13,,,,-0.3125,-3.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-0.125,-4.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-0.375,-1.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,0.0,0.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,15,,,,-0.875,-3.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-0.3125,-3.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-0.3125,-1.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,0.25,0.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_02108,17,,,,-1.0625,-4.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,2.0,24.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.6875,3.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,1.6875,22.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,2.0625,24.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.875,24.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.4375,3.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.6875,14.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,2.125,24.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,2.0625,20.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,-0.875,-5.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,1.375,14.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,1.25,19.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,2.0,24.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.6875,3.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,1.6875,22.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,2.0625,24.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.875,24.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.4375,3.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.6875,14.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,2.125,24.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,2.0625,20.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,-0.875,-5.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,1.375,14.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,1.25,19.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.5625,2.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,-0.0625,-1.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,-0.1875,-3.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.375,3.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.4375,2.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.125,0.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,-0.0625,-1.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.75,3.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.6875,2.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,-0.25,-2.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.1875,0.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,-0.25,0.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.875,10.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.0,-2.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.4375,6.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,13,,,,0.125,7.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.125,9.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.1875,-2.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,0.0625,4.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,15,,,,1.0,9.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.875,10.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.1875,2.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.0,4.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,one_region_dominated,okvqa_val_1295955,17,,,,0.625,8.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,3.3125,33.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.0,24.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,-0.0625,6.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,3.5,36.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,2.9375,28.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,1.0625,31.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,-0.375,2.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,2.625,35.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,1.6875,24.0,,,,,,,ok,,answer_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,0.8125,32.0,,,,,,,ok,,answer_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,-0.125,3.0,,,,,,,ok,,answer_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,2.9375,37.0,,,,,,,ok,,answer_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,3.3125,33.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.0,24.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,-0.0625,6.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,3.5,36.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,2.9375,28.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,1.0625,31.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,-0.375,2.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,2.625,35.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,1.6875,24.0,,,,,,,ok,,union_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,0.8125,32.0,,,,,,,ok,,union_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,-0.125,3.0,,,,,,,ok,,union_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,2.9375,37.0,,,,,,,ok,,union_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,3.5,22.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.625,14.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.1875,7.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,4.1875,28.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,3.0625,21.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.8125,18.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.25,2.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,3.4375,29.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,2.375,12.0,,,,,,,ok,,shifted_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,1.0,18.0,,,,,,,ok,,shifted_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,0.6875,3.0,,,,,,,ok,,shifted_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,3.125,29.0,,,,,,,ok,,shifted_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.1875,0.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.625,4.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.125,1.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,13,,,,0.6875,4.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.1875,-2.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.6875,5.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.25,1.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,15,,,,0.625,5.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,0.375,0.0,,,,,,,ok,,shuffled_mask,visual_span,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,0.0625,4.0,,,,,,,ok,,shuffled_mask,answer_adjacent,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,-0.4375,0.0,,,,,,,ok,,shuffled_mask,top_hidden_delta,nan,,
qwen,hidden_restore,multi_evidence_supported,okvqa_val_258605,17,,,,1.0625,5.0,,,,,,,ok,,shuffled_mask,visual+answer,nan,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0001,30,6346,,,0.2767329671076182,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0002,93,7084,,,0.2393536537861972,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0003,232,7084,,,0.23531365398173446,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0004,90,7084,,,0.2117742511596471,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0005,90,6346,,,0.19091495042643783,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0006,92,7084,,,0.18046198234245814,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0007,248,7084,,,0.1795570218584268,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,13,qwen_evidence_first_0008,107,7084,,,0.17490294360458178,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0009,36,6403,,,2.1709034956963666,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0010,108,6403,,,1.6112270330126286,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0011,56,6403,,,1.3614504988406917,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0012,129,6403,,,1.3289435135594154,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0013,141,6403,,,1.3044131025988168,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0014,165,1832,,,1.2040370581056328,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0015,165,4109,,,1.1702580716681024,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,13,qwen_evidence_first_0016,131,6403,,,1.142866426782588,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0017,91,7084,,,0.7454157626723122,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0018,114,7084,,,0.7283300786569072,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0019,275,7084,,,0.6035300032814102,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0020,321,7084,,,0.47656259625102704,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0021,135,7084,,,0.47483960203882924,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0022,136,7084,,,0.458483271522504,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0023,276,7084,,,0.45369076345780884,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,13,qwen_evidence_first_0024,89,6403,,,0.3667833731204437,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0001,129,2235,,,0.30743257560152143,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0002,147,2235,,,0.2503699874416479,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0003,207,2235,,,0.23640756912766664,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0004,115,2235,,,0.2095676757609163,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0005,205,2235,,,0.20009250754710642,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0006,132,2235,,,0.1902544771199872,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0007,90,2235,,,0.17761838226792415,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,15,qwen_evidence_first_0008,128,2235,,,0.17028379682078915,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0009,107,5892,,,2.5986708805948604,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0010,85,5892,,,1.5801352315666706,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0011,250,5892,,,1.5433019661186926,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0012,141,5892,,,1.5018523681044005,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0013,279,7019,,,1.442975323208535,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0014,137,5892,,,1.2870438769713741,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0015,114,5892,,,1.250075427849112,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,15,qwen_evidence_first_0016,68,5892,,,1.2476762209275298,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0017,91,6386,,,1.3710413340053331,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0018,114,6386,,,1.1001836799018196,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0019,275,6386,,,0.8978564660882847,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0020,136,6386,,,0.8027207201524006,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0021,275,5892,,,0.7572765950049835,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0022,276,6386,,,0.6341165366290011,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0023,321,6386,,,0.6143265383450572,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_258605,15,qwen_evidence_first_0024,89,6386,,,0.6058315140864914,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0001,164,5217,,,0.745554815862888,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0002,207,5217,,,0.6193548128792952,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0003,171,5217,,,0.602868928536858,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0004,127,5217,,,0.598792256111439,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0005,147,5217,,,0.5664669938479647,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0006,129,5217,,,0.5526941094701789,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0007,92,5217,,,0.5415656555920669,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00310,17,qwen_evidence_first_0008,183,5217,,,0.466169552258241,,,,,,ok,18.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0009,68,7806,,,1.6166749814396588,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0010,92,4602,,,1.2285953204648787,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0011,68,4602,,,1.011280892254592,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0012,49,7806,,,0.931305816439217,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0013,36,2581,,,0.8810650681418688,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0014,56,7806,,,0.8750029002898427,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0015,342,4602,,,0.8723885257691975,,,,,,ok,5.0,,,,,
qwen,plt_candidate_discovery,multi_evidence_supported,okvqa_val_00893,17,qwen_evidence_first_0016,36,7806,,,0.8703845036183491,,,,,,ok,5.0,,,,,
